PuzzleId,FEN,Moves,Rating,Themes
00dWq,2r1kb2/5p1p/p3p3/1p2P1Q1/1Pq5/P1p3P1/2P4P/2KR1R2 w - - 0 28,g5f4 f8h6 c1b1 h6f4,2193,advantage endgame pin short
03xgM,8/2p2p1k/2r3pp/8/Pq6/4Q1PP/5P1K/3R4 b - - 1 36,c6a6 e3e8 b4b2 e8f7,2193,crushing endgame short
021eN,1rr5/R3p2p/3p2p1/4k3/3RP3/1pP1K3/1P4PP/8 b - - 6 35,c8c3 b2c3 b3b2 d4d1,2196,advantage endgame hangingPiece rookEndgame short
054OF,r4k2/p7/4R1pN/8/8/2p5/P4PPP/6K1 w - - 1 30,e6e1 c3c2 h6g4 a8c8,2196,advancedPawn advantage defensiveMove endgame short
007gO,2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31,a1c1 e5g5 g2g3 c8c1,2197,crushing endgame short
00x6f,8/3q1pkp/p5p1/1pPB2Q1/1P1b3P/P5P1/6K1/8 w - - 1 30,h4h5 h7h6 c5c6 d7d6 g5g4 d6d5,2197,crushing endgame long
04JOU,r1b3k1/p1p3pp/1p2pr2/1q1nQ3/7P/3P1N2/PPP2PP1/1K1R1B1R w - - 2 16,d3d4 d5c3 b1a1 b5e5 d4e5 c3d1,2197,advantage discoveredAttack long middlegame pin queensideAttack
019PB,5rk1/5p1p/1qp2p2/p2pb2Q/Pr6/1P5P/4R1P1/4RN1K b - - 2 32,b4b3 e2e5 f6e5 h5g5 g8h8 g5f6,2199,advantage long middlegame sacrifice
021Bk,r2q1rk1/1pp1bpp1/4p2p/p2nNb2/P2P4/1BP4P/1P2QPP1/R1B1R1K1 b - - 1 15,c7c5 g2g4 f5h7 e5f7 f8f7 e2e6,2199,advantage capturingDefender discoveredAttack long middlegame
03U3g,6rk/pppb3p/1b1pNn2/3P1P1q/2P1B2n/1PNQ3P/P2B3K/4R3 b - - 1 25,f6e4 c3e4 h4f3 d3f3 h5f3 d2c3 f3c3 e4c3,2199,advantage middlegame sacrifice veryLong
026s0,5rk1/pbp3pp/1p1p3r/3PnB1q/1PP2p1P/P4P2/2Q2BP1/4RRK1 w - - 3 26,f5e6 h6e6 d5e6 e5f3,2203,crushing master masterVsMaster middlegame short
03DEb,5r2/8/kpBp4/3P4/P5RK/8/5p2/8 w - - 0 46,g4g6 f2f1q c6b5 f1b5 a4b5 a6b5,2204,advancedPawn crushing endgame long promotion
05Edh,r1b2rk1/pp5p/7n/3N2Pq/3N2nP/6b1/PP2B3/2RQ1RK1 w - - 0 24,c1c8 a8c8 d5f6 f8f6,2204,advantage hangingPiece middlegame short
06jpB,r1b2rk1/pp3pp1/2p4p/2bp2q1/5N2/1B1Pp1BP/PPP3P1/R2Q1RK1 w - - 0 19,d1f3 e3e2 f1f2 f8e8 f4e2 e8e2 f3e2 g5g3 e2e8 g8h7,2204,advancedPawn advantage capturingDefender deflection discoveredAttack discoveredCheck middlegame pin quietMove veryLong
05KTd,2r3k1/pp3p2/7p/3R1p2/nb6/1N2PB1N/PPq2PPP/K2R4 b - - 5 28,a4c3 d5d2 c3d1 d2c2 c8c2 f3d1,2209,advantage capturingDefender long middlegame trappedPiece
05ARU,2kr3r/ppp2ppp/2n5/1B6/1b1pq1P1/1Q2BN2/PP4PP/2KR3R w - - 0 15,b5c6 e4c6 c1b1 c6e4,2214,advantage middlegame short
05Vxh,4r1k1/1Q2P1p1/p4R2/3p3p/1P1r4/P5RP/6P1/1q4K1 w - - 1 38,g1h2 d4d1 f6f1 d1f1 b7d5 f1f7,2214,advantage endgame long quietMove
0220F,1rb3k1/pp4p1/3Qp2p/1N1pP1q1/3P2n1/P7/1P4PP/R4BK1 w - - 4 25,a1e1 g5h4 h2h3 h4f2 g1h1 f2e1,2215,crushing fork long middlegame pin
04zsH,8/1r2k3/R3p1p1/K1n5/2P1P1P1/5P2/8/5R2 b - - 2 36,c5a6 a5a6 b7b4 c4c5 e7d7 f1d1 d7c6 d1d6 c6c5 d6e6,2215,crushing endgame quietMove veryLong
05ooI,r1b2rk1/pppqNppp/3n1B2/2b1pP1Q/3n4/1B1P4/PPP3PP/R3K1NR b KQ - 9 12,g8h8 f6g7 h8g7 h5g5 g7h8 g5f6,2215,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
00sQw,8/8/2bk4/p3pB2/5P1p/P2KP3/8/8 w - - 1 40,d3c4 e5f4 e3f4 c6d7 f5d7 d6d7,2216,bishopEndgame crushing endgame long
05nKK,rnb3rk/5ppN/1bp1p2n/pp4N1/3qR3/3B4/PP1Q1PPP/5RK1 b - - 3 20,d4d7 e4h4 f7f5 h7f6,2227,advantage middlegame short
00U2C,8/8/6RP/2p5/p1k1pP2/4P3/np1K4/8 w - - 0 48,g6b6 a2b4 b6b4 c4b4 d2c2 b4a3 h6h7 a3a2,2230,crushing defensiveMove endgame master quietMove veryLong
01JEA,5rkr/1QN5/4R3/p7/P1Pp4/1B1q3P/1P4P1/6K1 w - - 1 44,c4c5 f8f1 g1h2 h8h3 g2h3 f1f2 b7g2 f2g2 h2g2 d3b3,2230,advantage middlegame sacrifice veryLong
041Tw,8/1k6/4R3/5p2/5r1P/2p5/6PK/8 w - - 0 48,h2g3 f4e4 e6e4 f5e4,2234,crushing endgame master masterVsMaster rookEndgame short
04Ypw,r3r1k1/pp3p2/2p1p1p1/2P1P3/4q3/1P2B2Q/P5PK/7R b - - 5 32,g8f8 h3h8 f8e7 h8f6 e7d7 f6f7 e8e7 h1d1,2237,crushing deflection endgame veryLong
06M5a,2kr4/bpp3p1/p1q1ppp1/3r4/1Q1P2P1/1R1RP1BP/PPP2P2/2K5 w - - 10 24,d3c3 a7d4 b4d4 d5d4 e3d4 c6h1,2238,advantage clearance long middlegame queensideAttack
03N7A,r3q2r/1Q4p1/p2kPp1p/3pb3/6P1/N1p5/PP6/3R1RK1 b - - 1 24,e8c6 d1d5 d6d5 f1d1 e5d4 d1d4 d5d4 b7c6,2242,advantage attraction deflection middlegame pin sacrifice veryLong
06jIU,3r4/8/5P1p/3pK2k/2p3R1/7P/8/8 b - - 0 53,d5d4 f6f7 d8f8 e5f6 d4d3 g4c4,2243,advancedPawn crushing endgame long rookEndgame
07zmb,8/8/ppk2p1p/5Pp1/PP1K2P1/7P/8/8 w - - 0 40,b4b5 a6b5 a4b5 c6d6 d4c4 d6e5,2243,crushing endgame long pawnEndgame zugzwang
003Ec,3r4/p4R2/1pb2Pp1/n1p1Q1kp/8/P2q4/1P4PP/6RK b - - 2 32,d3f5 e5e3 f5f4 h2h4 g5f5 e3h3,2245,crushing long middlegame pin
03u8H,8/8/1p6/4k3/PpP5/3K4/8/8 w - - 0 50,d3c2 e5d4 c4c5 b6c5 a4a5 d4d5,2247,crushing defensiveMove endgame long pawnEndgame
04coj,r4k2/4np2/1q2pNpp/3pP3/1p1b4/6QP/1PB3P1/2B2b1K b - - 1 29,f8g7 c1h6 g7h8 g3h4 e7f5 c2f5,2247,advantage long middlegame
06MK9,8/3nkpQ1/p3bp1P/1p6/8/P5P1/1B1qPPB1/6K1 b - - 0 32,d2b2 h6h7 b2c1 g1h2 d7e5 h7h8q e5g4 h2h3,2247,advancedPawn advantage endgame promotion veryLong
0078T,rk5r/1b3R2/pp2p2q/4P2p/B2p3B/4R2P/PP4P1/5Q1K b - - 0 27,d4e3 f7b7 b8b7 f1f7 b7b8 h4e7,2248,attraction crushing defensiveMove exposedKing long middlegame queensideAttack sacrifice
07V4V,3B1rk1/5p1p/p4QpP/1pp5/2q5/3b4/PP3PP1/2KR3R w - - 2 26,c1d2 c4c2 d2e3 c2e2 e3f4 e2f2 f4g4 d3f5,2248,crushing exposedKing middlegame veryLong
02CfU,rnb2rk1/1p3pp1/pq2pb2/4p1p1/3NNP2/5Q2/PPP4P/2KR1B1R b - - 1 14,e5d4 h2h4 d4d3 e4f6,2251,crushing kingsideAttack middlegame short
02vxV,r2qr3/pb3kp1/np2p2p/2p1P3/2P3n1/P2BB3/1PQ2PPP/3R1RK1 b - - 2 16,g4e3 f2e3 f7g8 d3h7 g8h8 d1d8,2251,crushing discoveredAttack discoveredCheck long middlegame
02bbP,2r5/pp2kpr1/3p4/3P4/3pP2p/3P3P/PP3R2/5R1K b - - 0 29,g7g3 f2f7 e7d8 f7f8 d8c7 f1c1,2253,crushing endgame long rookEndgame
08U8Z,2r2rk1/pp3p2/4p1p1/n2pq3/3Bn1Q1/2P4P/PP3P2/R3KBR1 b Q - 1 20,e5c7 g4h5 e6e5 d4e5,2254,crushing middlegame pin short
045Ch,8/1B1k3p/1b1pb1p1/1p6/p4P2/1P1N2KP/P5P1/8 w - - 0 41,b7a6 d7c6 b3a4 b5a4,2256,advantage endgame master short
03yPf,4r1k1/pp3rb1/3pq3/4n1PR/5p2/3B1P2/PP1Q1B2/2K4R w - - 0 29,c1b1 e5d3 d2d3 e6e2 d3b3 e2f2,2258,clearance crushing long middlegame
070kx,4rrk1/1pb2pp1/2nq3p/p6R/2pP2Q1/5N1P/PP1B1PP1/3R2K1 b - - 5 26,c6d4 g4d4 d6d4 f3d4,2260,crushing middlegame short
00sJb,Q1b2r1k/p2np2p/5bp1/q7/5P2/4B3/PPP3PP/2KR1B1R w - - 1 17,d1d7 a5e1 d7d1 e1e3 c1b1 e3b6,2261,advantage fork long middlegame
00Gz6,r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25,e7c5 a4f4 f7e6 f4e4 a8f8 g1g6,2264,crushing endgame fork long pin
03nT3,r5kr/p1pQ2b1/1p2pq2/8/3N1B2/3B4/PPP2P1P/R3K3 b Q - 0 16,f6f4 d7g7 g8g7 d4e6 g7f6 e6f4,2264,advantage attraction exposedKing fork long middlegame sacrifice
071Sl,8/8/6p1/4kpP1/p2p4/P1P2KP1/8/8 w - - 0 44,c3d4 e5d4 f3f4 d4d5 g3g4 f5g4,2266,crushing endgame long master pawnEndgame
087yf,1r3rk1/4ppbb/p2p1npp/1q1P4/3QP3/2N1BP1P/PPR3P1/2R3K1 b - - 2 27,f6g4 c3b5 g7d4 e3d4 a6b5 h3g4,2271,advantage long middlegame
04Lo8,r2q1rk1/p3p1bp/2pp2p1/8/2Q1P1P1/2N1Bn2/PPP5/2KR3R b - - 1 17,g8h8 h1h7 h8h7 d1h1 g7h6 e3h6,2272,attraction crushing kingsideAttack long middlegame sacrifice
00Ac7,8/2p1pk1p/Pp4p1/8/p1P2P2/3r2P1/3PR2P/3K4 b - - 1 33,a4a3 a6a7 d3d8 e2e3 a3a2 e3a3,2273,advancedPawn advantage endgame long rookEndgame
01sW7,6k1/3n2pp/4p3/2p1b1P1/4P3/1P3RNP/3Q2BK/qr6 b - - 1 32,d7f8 d2d8 e5g3 h2g3 a1e5 f3f4,2275,crushing long master middlegame
04KSC,8/7k/4p3/p7/P6p/8/1PP1K3/8 b - - 0 45,e6e5 e2f3 h7g6 f3g4 e5e4 g4h4,2276,crushing endgame long master pawnEndgame
05cEL,3r2k1/5p1p/2q2bp1/2Npp3/pPn5/1Q2PB1P/5PP1/3R2K1 w - - 0 29,b3c4 d5c4 d1d8 f6d8 f3c6 a4a3 c6b5 a3a2,2280,advancedPawn advantage hangingPiece middlegame veryLong
01D3U,3r2k1/4qp1n/2p1b1rR/p3Q1P1/2P1P2P/P3P3/1PK5/6R1 b - - 4 33,d8d3 c2d3 e6c4 d3d4,2281,crushing middlegame short
04YJ2,8/8/7k/8/6pp/4K3/5PP1/8 w - - 0 67,e3f4 h6h5 f2f3 g4g3 f4e3 h4h3,2283,crushing endgame long pawnEndgame zugzwang
06wud,8/4pk2/3p4/3P4/1pp2PPP/r7/P2R1K2/8 w - - 0 34,g4g5 c4c3 d2e2 a3a2 e2a2 b4b3,2284,advantage endgame long rookEndgame sacrifice
08018,8/5pk1/4p1pp/7r/3P1b2/5PqP/R5P1/3R2QK w - - 0 40,a2e2 h5h3 g2h3 g3h3 e2h2 h3f3,2286,crushing endgame long sacrifice
05f4e,3r4/1R1Pnp2/p2b1k1p/Np1Bp3/4P3/8/P5P1/6K1 b - - 9 50,e7d5 e4d5 d6c7 b7c7,2288,crushing endgame master short
08Lvx,2R5/6pk/pp6/1b2PP2/6P1/4bBBp/1r5P/4K3 b - - 0 38,e3c5 g4g5 g7g6 c8c7,2288,crushing endgame quietMove short
082nv,8/8/6p1/3k1pp1/5P2/4K1PP/8/8 b - - 0 56,g5f4 e3f4 d5e6 f4g5 e6f7 g5h6 f7f6 h3h4 g6g5 h4g5,2289,crushing endgame pawnEndgame quietMove veryLong zugzwang
020fP,r3qrk1/p1N3p1/6pp/2bpP3/2p3P1/P1P3PP/1P2Q3/R3R1K1 w - - 2 25,g1h1 e8c6 c7a8 f8f2,2290,advantage middlegame sacrifice short
07P4s,2r2rk1/5pp1/p7/6RQ/5p1P/P1N5/KPP5/4q3 b - - 3 31,e1d2 c3d5 d2d5 g5d5,2290,crushing endgame short
034Zo,8/8/p1p3p1/2P2p1p/kPK2P1P/6P1/8/8 b - - 3 41,a6a5 b4b5 c6b5 c4d3 b5b4 c5c6 b4b3 c6c7 b3b2 d3c2,2291,advancedPawn crushing defensiveMove endgame pawnEndgame veryLong
06KFk,8/1p6/2p1k2p/1p4pP/4K1P1/PPP5/8/8 b - - 0 43,c6c5 c3c4 b5b4 a3b4,2294,crushing endgame pawnEndgame short
00A8H,1k6/1pb2p2/p1p1p3/2P5/PP6/1KB5/4q3/1R1R4 b - - 1 38,c7e5 d1d8 b8a7 b1e1 e2e1 c3e1,2296,clearance crushing endgame long
069t7,2n5/2P5/P2k4/3Pp3/5pP1/5P2/5K2/8 b - - 0 50,d6c7 g4g5 c8b6 a6a7 c7b7 d5d6 b6d7 g5g6 b7a7 g6g7 a7b6 g7g8q,2298,advancedPawn crushing endgame knightEndgame promotion quietMove veryLong
08BGP,8/5p2/1R1Ppkp1/8/1p6/4KP2/3r2P1/8 b - - 5 41,d2g2 b6b8 g2g5 d6d7,2302,advancedPawn crushing endgame master rookEndgame short
04Ucd,r2q2kr/pp1nppb1/4b1pB/3pPB2/3p1QPN/2P2P2/PP6/R3K2R w KQ - 0 20,f5e6 d7e5 e6f7 e5f7,2303,advantage master middlegame short
07xc0,8/8/3KP1k1/7p/p4p1P/4n3/5B2/8 b - - 0 50,a4a3 f2e3 f4e3 e6e7 g6f7 d6d7,2305,advancedPawn crushing defensiveMove endgame long
08Knx,r4Bk1/pbp2ppp/1p3n2/4N1q1/P1BP4/4P1PP/2Q2P2/R4nK1 b - - 0 19,f1e3 c4f7 g8h8 c2c7,2305,crushing discoveredAttack middlegame short
05FjH,1n3rk1/r3bppp/p2q1n2/1pp1N3/3pP3/P2P2NP/RPP2PP1/2BQ1RK1 w - - 1 15,c1f4 d6e6 b2b3 e7d6,2308,advantage clearance middlegame short
04zcK,6k1/5p2/4p1p1/2b1Q2p/2P2P2/1P5P/4R1P1/1q5K w - - 8 40,h1h2 c5g1 h2g3 b1d3,2309,advantage endgame short
05aTb,3k4/1P6/2B4p/2P1K1p1/5P2/8/1r6/8 b - - 0 56,g5g4 e5d6 b2d2 c6d5 d2d5 d6d5,2310,crushing defensiveMove endgame long
05pae,4r1k1/3Q1pqp/3p4/1p1P4/2p5/3n2B1/1P3PP1/3R2K1 b - - 1 33,e8e2 d7c8 g7f8 c8g4,2315,crushing endgame master short
07AQZ,r7/2p3kP/2n1p1B1/p2pP1p1/1b1P4/2N3P1/PP2b3/2K4R w - - 1 28,h7h8q a8h8 h1h8 b4c3 b2c3 g7h8,2319,advantage long middlegame
07OUg,1k3rr1/2p5/1p5b/1P1NPBqp/2bP4/5Q1K/2P2R2/R7 b - - 0 33,f8f5 a1a8 b8a8 d5b6 a8a7 f3a3 a7b7 a3a6 b7b8 a6a8,2322,attraction discoveredCheck doubleCheck mate mateIn5 middlegame queensideAttack sacrifice veryLong
07lim,nr6/5k2/1PR2P2/2Kp2pp/B2P4/2p4P/8/8 w - - 1 42,c5d5 a8b6 d5e5 b6a4 c6c7 f7g6,2322,crushing endgame fork long
030fm,r1b1k3/3pq1p1/1B2pnpr/p3b3/4Np2/P2Q1P2/2R1N1PP/5RK1 b q - 0 22,c8a6 d3a6 a8a6 c2c8 e7d8 b6d8,2323,advantage long middlegame sacrifice
05dXT,8/1b3k1p/pp1p2p1/6Bq/1PPQP3/5r2/P6P/2RR2K1 w - - 2 26,d1f1 h5g4 g1h1 b7e4 d4e4 g4e4,2326,master middlegame
04b9O,8/8/6p1/1p1K4/5k2/8/1PP5/8 w - - 1 42,b2b3 b5b4 d5d4 g6g5,2327,crushing defensiveMove endgame pawnEndgame quietMove short
02Gmj,6k1/3r1pp1/npNp4/2pP3Q/2q4b/P6P/1P2rNP1/1R3RK1 w - - 1 28,f2g4 c4e4 g4h6 g7h6,2331,crushing middlegame short
02S6B,4rrkb/2p5/p2p2BP/3P2B1/1p1n4/5q2/PPPQ4/1NK3R1 w - - 1 29,g6e8 d4e2 d2e2 f3e2 g5d2 h8g7,2331,crushing fork long middlegame
0125B,8/1p6/1Pr2P2/1Rp3K1/3p4/4k3/8/8 b - - 0 44,c6f6 g5f6 c5c4 b5e5,2334,crushing endgame hangingPiece rookEndgame short
04LMD,4RN2/2R3k1/1r4pp/2p3q1/2P5/2r3PP/7K/8 b - - 0 39,g7f6 f8h7 f6f5 c7c5,2334,endgame fork interference master mate mateIn2 short
06Mr4,r3k2r/pppq1ppp/8/2b5/3R4/8/PPP3PP/RNBQ2K1 w kq - 1 13,d1e2 d7e6 e2e6 f7e6 c1e3 c5d4,2334,advantage defensiveMove long middlegame pin
05lAi,r5kr/6p1/6P1/2q5/5PQ1/p3p1KP/R7/R7 b - - 1 37,a8e8 g4d7 c5e7 d7e7,2335,crushing endgame short
02Jrv,3Rr1k1/Q3P3/p1b2p1p/1p1p2pK/3P2B1/1P4P1/P6P/5q2 b - - 3 40,g8f7 h5h6 f1d3 g4h5 f7g8 h5g6,2338,crushing endgame long
05QiS,4r1k1/R1Q2pp1/8/7p/1p6/1P5P/1PP2qPK/8 w - - 4 28,a7b7 e8e1 c7d8 g8h7,2340,crushing endgame quietMove short
06LQW,r4Bk1/pp3p2/7p/3N2p1/2BpPbbq/2P5/PPQ2KP1/R3R3 w - - 1 27,f2g1 h4h2 g1f1 h2h1 f1f2 f4g3 f2g3 h1h4,2342,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
03Nkz,8/8/1p2B3/6k1/1PP2pP1/8/5K2/3b4 b - - 0 50,d1g4 e6g4 g5g4 b4b5 g4f5 c4c5 f5e5 c5c6,2343,bishopEndgame crushing endgame master quietMove veryLong
07ADS,8/4Rrkp/p5p1/1p6/3P2KP/1P6/1P6/8 w - - 3 62,e7f7 g7f7 g4f4 f7f6 f4e4 f6e6,2346,crushing defensiveMove endgame long
03L7e,8/8/3p1p1p/1p2k1p1/1P4PP/2PK2P1/8/8 b - - 1 35,e5d5 h4h5 d5e5 c3c4 b5c4 d3c4 d6d5 c4d3,2347,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang
04g9x,3r3k/ppr3pp/8/1Q1pN3/P2P1PPq/7P/4R1K1/8 b - - 4 45,c7c3 e5f3 h4f6 e2e8 f6f8 e8f8,2350,advantage clearance endgame long
06Phg,7k/1R4p1/5p1p/4n3/3pPP2/1Q4P1/r3B1KP/q7 w - - 1 34,g2f2 e5g4 f2g2 a2e2,2355,crushing deflection endgame pin short
01YTQ,8/6p1/2k4p/p1r5/3K4/1P1R1P1P/8/8 w - - 12 46,d3c3 c5c3 d4c3 g7g5,2357,crushing defensiveMove endgame rookEndgame short
010pI,r5k1/1bpNb1qp/p3p3/1p4pp/3P1P1Q/2P5/PP5P/3R1RK1 w - - 0 25,f4g5 e7g5 h4g3 h5h4,2359,crushing middlegame short
03ZJU,6B1/p2b2PR/7P/6r1/4pk2/8/P1P2K2/8 w - - 1 38,g8d5 e4e3 f2e1 g5g1 e1e2 d7g4 e2d3 g4f5,2359,crushing endgame exposedKing master veryLong
06rFK,5k2/8/3KP3/5P2/8/5n2/5P2/8 b - - 7 52,f8e8 f5f6 e8f8 f6f7 f3h4 e6e7 f8f7 d6d7,2360,advancedPawn crushing defensiveMove endgame exposedKing knightEndgame veryLong zugzwang
06QjA,Q7/7P/8/5K2/B2b4/3k4/3pp3/8 b - - 0 59,e2e1q a8f3 e1e3 a4b5,2372,crushing endgame short
0275h,3r4/8/3r4/p1pNk1p1/1pPn2P1/1P3pK1/P2R3P/3R4 b - - 1 37,d8f8 d2d4 f3f2 d4d3,2374,advantage defensiveMove endgame short
01we5,8/8/6k1/6P1/p1PK1P2/6rp/8/3R4 w - - 1 46,c4c5 a4a3 c5c6 h3h2 d4e5 g3g1,2378,advancedPawn crushing endgame long rookEndgame
04vbn,8/8/1P5k/p4p2/8/P3pB2/4Kb2/8 b - - 0 47,f2g3 e2e3 g3d6 b6b7 d6e5 e3d3 h6g5 d3c4,2378,advancedPawn bishopEndgame crushing defensiveMove endgame veryLong
081YG,r1bq1rk1/pp1n3p/4pbB1/7Q/3p4/2N1B3/PPP3PP/R4RK1 b - - 0 16,h7g6 h5g6 f6g7 e3h6 d8e7 c3e4,2379,crushing defensiveMove kingsideAttack long middlegame
03Chx,8/8/5k1p/5pp1/5PPK/7P/8/8 w - - 0 61,f4g5 h6g5 h4g3 f5f4 g3f2 f6e6,2380,crushing defensiveMove endgame long pawnEndgame
01LQB,3r3r/p4pk1/2p2nP1/4p1Q1/4P2P/2qB4/b1P3P1/3R1RK1 b - - 0 23,d8d6 g6f7 g7f7 d3c4 c3c4 g5e5 c4e6 e5d6,2382,advancedPawn advantage attraction deflection discoveredAttack discoveredCheck middlegame pin sacrifice veryLong
01IiI,5b1k/1p5p/p1n1QPp1/8/3q1R2/P5PK/2r4P/5R2 b - - 3 29,d4d3 e6f7 d3d8 f1d1 d8c8 d1d7,2383,crushing defensiveMove long middlegame
05UlY,2k4r/ppp3p1/1n2pq1p/P4b2/2Pr4/2N5/1P2B1PP/R2Q1RK1 w - - 0 17,a5b6 d4d1 f1d1 a7a6,2383,advantage defensiveMove master middlegame short
03LTE,3k1nr1/p3b3/3p3Q/4q3/2R5/6P1/5PP1/3R2K1 b - - 0 26,g8h8 h6c1 d8e8 d1e1,2388,crushing middlegame quietMove short
03r6C,8/p7/8/4k2p/1p4pP/4K1P1/PP6/8 w - - 0 37,a2a4 b4a3 b2a3 a7a6,2390,crushing defensiveMove enPassant endgame master pawnEndgame short zugzwang
06xq7,4rr1k/pp2Q1bp/6p1/8/2nq4/2N4P/PP3PP1/R1B2RK1 w - - 1 19,e7b7 f8f2 f1f2 e8e1 g1h2 g7e5 f2f4 e5f4 c1f4 d4f4,2397,crushing kingsideAttack middlegame sacrifice veryLong
05Jk6,5q1k/p1pR3p/1p6/3B4/PP4Q1/2P1r1nP/7K/8 b - - 5 34,e3e2 d5g2 g3f1 h2h1 e2g2 g4g2 f1e3 g2e2,2400,advantage defensiveMove endgame veryLong
09jvO,q1BQ1bk1/5pp1/P2p1n1p/8/2p4P/4B1P1/5P1K/8 b - - 0 35,f6d5 d8d7 d5e3 d7b7 a8b7 a6b7,2400,advancedPawn advantage endgame long sacrifice
0DOn9,3q4/6pk/p1Q2p1p/2P1p2P/1P6/P1n3B1/5PP1/6K1 w - - 1 44,c6a6 d8d1 g1h2 d1h5 h2g1 h5d1,2402,crushing endgame long
0GYRn,3k4/1K1n1p2/2p1p3/1pPpP3/3P1P2/1P4P1/8/8 b - - 10 49,f7f6 b7c6 f6e5 f4e5 d7e5 d4e5 d5d4 c6b7,2402,crushing defensiveMove endgame knightEndgame veryLong
0E3tz,8/8/8/2pP1P2/2P2kPR/6nP/3r1pK1/5B2 w - - 1 72,f5f6 g3f1 g4g5 f4e3,2403,crushing defensiveMove endgame master short
02NAh,5Q2/p1p4k/2b4p/4q1pP/2Pppp2/1P4P1/P4PB1/6K1 b - - 3 33,f4g3 g2h3 g3f2 g1f1,2404,crushing defensiveMove endgame master quietMove short
05wZL,r4rk1/p5pp/Pp6/2p2p2/1nPpP3/QR1nq1P1/3NB2P/3K1R2 w - - 0 30,e2d3 f5e4 f1e1 e4d3 e1e3 d4e3 b3d3 b4d3,2404,crushing middlegame veryLong
03wxz,8/pp6/2kp4/5p2/1P1RrP2/2P5/P2K4/8 w - - 1 36,a2a4 e4d4 c3d4 b7b5 d4d5 c6d5,2410,crushing endgame long rookEndgame
01qVU,4r1k1/Rb5p/1P1B2p1/6P1/8/3n1p2/4N1P1/6K1 w - - 0 38,e2g3 e8e1 g1h2 f3g2 g3e2 e1h1,2411,advancedPawn crushing endgame long
0EoZW,7k/6pp/2p2R2/3q2B1/p1p5/P1Pn2QP/1r4P1/7K b - - 0 37,h7h6 g5h6 d5g2 g3g2 b2g2 f6f8 h8h7 h1g2,2411,advantage endgame intermezzo master veryLong
0ImnN,4Q3/pb1p2pk/1p1B3N/8/2P2n2/8/q1P3PP/5R1K w - - 1 26,e8e3 a2c2 e3f2 b7g2 h1g1 f4h3 g1g2 h3f2,2411,advantage fork middlegame veryLong
04qMg,8/2Q5/7p/5P2/2q5/2kp3P/6PK/8 w - - 3 58,c7a5 c3c2 f5f6 c4f4,2413,advantage defensiveMove endgame queenEndgame short
02jTo,2r3k1/5p2/1p1n1b2/6pp/pP1NP3/P1r1BPPK/Q6P/8 w - - 1 31,a2d2 g5g4 f3g4 d6e4,2415,crushing deflection master middlegame short
0EfqZ,4rk1r/p1RR1p2/5P2/8/4B2p/KP2q3/P6P/8 b - - 4 35,h8h7 e4h7 e3e6 h7d3 e6f6 d3c4,2415,crushing endgame hangingPiece long quietMove
08KQy,5rk1/2Qp2p1/1p5p/3q4/P4p2/8/2P1r1PP/R5RK w - - 0 29,c7b6 f4f3 b6b3 d5b3 c2b3 f3f2 g1f1 f8e8,2416,advancedPawn crushing defensiveMove endgame veryLong
01TCa,2n5/p1k5/7p/6p1/P1B1KpP1/5P2/7P/8 w - - 0 46,e4f5 c8d6 f5g6 d6c4 g6h6 c7d6 h6g5 d6e5,2417,crushing defensiveMove endgame fork veryLong
0Ff6U,7k/p3r2p/3q2p1/5rQ1/3Pp3/P1P1Rp1P/1P3PP1/5RK1 w - - 4 38,g5h6 f3g2 f1e1 d6f6 e1e2 f5h5 h6h5 g6h5,2417,advancedPawn advantage endgame trappedPiece veryLong
0G1N7,2r2r2/3qnpk1/4pR1p/p2p2pP/3P4/2P3P1/P1BQ2P1/5RK1 w - - 0 27,f6h6 g7h6 f1f6 e7g6 h5g6 d7e7 f6f7 f8f7,2418,advantage clearance hangingPiece middlegame veryLong
04iXU,8/3b4/2p3kp/1pqpR3/p5PP/P7/4Q1K1/8 b - - 0 41,c5a3 e5e7 a3e7 e2e7,2421,crushing endgame short
043sf,2r2rk1/1p5p/p3p1pP/3p4/3P1qP1/PP4QR/5PK1/3R4 w - - 2 38,d1d3 f4e4 d3f3 c8c3 g3e5 e4e5,2422,crushing endgame long pin
089Ec,r4r2/p1p2p1k/1p1p1qpp/2bPPN1Q/5P2/1R5P/P5RK/8 b - - 0 26,d6e5 h5h6 h7g8 g2g5 f6f5 g5f5,2424,crushing long middlegame pin
086Sk,1n4k1/6r1/p2Q4/1pp1pP2/8/4K2P/Pq6/R4R2 w - - 2 33,d6b8 g8h7 a1d1 g7g3 e3e4 b2g2 e4e5 g3e3,2426,advantage endgame exposedKing veryLong
0AJ7o,2n3k1/q4N1p/3N1QpP/3KPp2/1p6/2rP2P1/8/8 b - - 2 42,c3c5 d5e6 a7e7 f6e7 c8e7 e6e7 c5c7 e7d8,2426,crushing endgame veryLong
